ID,Description,source,Ratio,BgRatio,pvalue,FDR,disease_class,disease_class_name,disease_semantic_type,shared_geneid,shared_symbol,Count,gg,sig
C4289581,RELA fusion-positive ependymoma,CURATED,1/213,2/9703,0.04342869739658486,0.08517084343796254,C04,Neoplasms,Neoplastic Process,5970,RELA,1,0.004081632653061225,FALSE
C4551549,Early Infantile Epileptic Encephalopathy 6,CURATED,1/213,2/9703,0.04342869739658486,0.08517084343796254,C10,Nervous System Diseases,Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C4751120,Neonatal inflammatory skin and bowel disease,CURATED,1/213,2/9703,0.04342869739658486,0.08517084343796254,C06,Digestive System Diseases,Disease or Syndrome,1956,EGFR,1,0.004081632653061225,FALSE
C0022658,Kidney Diseases,CURATED,5/213,88/9703,0.0440813460492378,0.08634600632190095,C12;C13,Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications,Disease or Syndrome,1728;2247;147;1577;55244,NQO1;FGF2;ADRA1B;CYP3A5;SLC47A1,5,0.02040816326530612,FALSE
C0004763,Barrett Esophagus,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C04;C06,Neoplasms;Digestive System Diseases,Disease or Syndrome,5970;3082,RELA;HGF,2,0.00816326530612245,FALSE
C0035828,Romano-Ward Syndrome,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C14;C16;C23,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,6336;3757,SCN10A;KCNH2,2,0.00816326530612245,FALSE
C0079772,T-Cell Lymphoma,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,6774;6777,STAT3;STAT5B,2,0.00816326530612245,FALSE
C0085159,Seasonal Affective Disorder,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532;9248,SLC6A4;GPR50,2,0.00816326530612245,FALSE
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C04;C15;C20,Neoplasms;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,2932;2475,GSK3B;MTOR,2,0.00816326530612245,FALSE
C0393706,Early infantile epileptic encephalopathy with suppression bursts,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C10,Nervous System Diseases,Disease or Syndrome,6326;150094,SCN2A;SIK1,2,0.00816326530612245,FALSE
C1258085,Barrett Epithelium,CURATED,2/213,16/9703,0.047045744084428985,0.09137731062552552,C04;C06,Neoplasms;Digestive System Diseases,Disease or Syndrome,5970;3082,RELA;HGF,2,0.00816326530612245,FALSE
C0009241,Cognition Disorders,CURATED,3/213,38/9703,0.05018749418426244,0.09736253373561596,F03,Mental Disorders,Mental or Behavioral Dysfunction,2932;4233;6532,GSK3B;MET;SLC6A4,3,0.012244897959183673,FALSE
C0006870,Cannabis Dependence,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C25;F03,Chemically-Induced Disorders;Mental Disorders,Mental or Behavioral Dysfunction,148;5243,ADRA1A;ABCB1,2,0.00816326530612245,FALSE
C0017639,Gliosis,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C23,"Pathological Conditions, Signs and Symptoms",Pathologic Function,627;2247,BDNF;FGF2,2,0.00816326530612245,FALSE
C0020473,Hyperlipidemia,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C18,Nutritional and Metabolic Diseases,Disease or Syndrome,154;155,ADRB2;ADRB3,2,0.00816326530612245,FALSE
C0042373,Vascular Diseases,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C14,Cardiovascular Diseases,Disease or Syndrome,79001;3082,VKORC1;HGF,2,0.00816326530612245,FALSE
C0221356,Brachycephaly,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;2261,FGFR2;FGFR3,2,0.00816326530612245,FALSE
C0497327,Dementia,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C10;F03,Nervous System Diseases;Mental Disorders,Mental or Behavioral Dysfunction,6531;1436,SLC6A3;CSF1R,2,0.00816326530612245,FALSE
C1706412,Lipidemias,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C18,Nutritional and Metabolic Diseases,Finding,154;155,ADRB2;ADRB3,2,0.00816326530612245,FALSE
C3887640,Astrocytosis,CURATED,2/213,17/9703,0.052564717418532705,0.10100426081848853,C23,"Pathological Conditions, Signs and Symptoms",Pathologic Function,627;2247,BDNF;FGF2,2,0.00816326530612245,FALSE
C0008924,Cleft upper lip,CURATED,3/213,39/9703,0.05352053352171399,0.10271874367112803,C07;C16,"Stomatognathic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,2263;2261;2247,FGFR2;FGFR3;FGF2,3,0.012244897959183673,FALSE
C2239176,Liver carcinoma,CURATED,17/213,507/9703,0.054494672439898556,0.10446428311135951,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,5728;1571;1956;2099;2475;4233;367;148;6790;5243;5747;3082;4751;9212;983;5218;9833,PTEN;CYP2E1;EGFR;ESR1;MTOR;MET;AR;ADRA1A;AURKA;ABCB1;PTK2;HGF;NEK2;AURKB;CDK1;CDK14;MELK,17,0.06938775510204082,FALSE
C0235480,Paroxysmal atrial fibrillation,CURATED,7/213,156/9703,0.056212887562488614,0.10737591761345343,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,2100;2066;6336;3752;3757;5747;2042,ESR2;ERBB4;SCN10A;KCND3;KCNH2;PTK2;EPHA3,7,0.02857142857142857,FALSE
C2585653,Persistent atrial fibrillation,CURATED,7/213,156/9703,0.056212887562488614,0.10737591761345343,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,2100;2066;6336;3752;3757;5747;2042,ESR2;ERBB4;SCN10A;KCND3;KCNH2;PTK2;EPHA3,7,0.02857142857142857,FALSE
C3468561,familial atrial fibrillation,CURATED,7/213,156/9703,0.056212887562488614,0.10737591761345343,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Pathologic Function,2100;2066;6336;3752;3757;5747;2042,ESR2;ERBB4;SCN10A;KCND3;KCNH2;PTK2;EPHA3,7,0.02857142857142857,FALSE
C0002170,Alopecia,CURATED,2/213,19/9703,0.0642420765662896,0.11112599020526158,C17;C23,"Skin and Connective Tissue Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,367;23476,AR;BRD4,2,0.00816326530612245,FALSE
C0004238,Atrial Fibrillation,CURATED,7/213,160/9703,0.06269264834394164,0.11112599020526158,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,2100;2066;6336;3752;3757;5747;2042,ESR2;ERBB4;SCN10A;KCND3;KCNH2;PTK2;EPHA3,7,0.02857142857142857,FALSE
C0007138,"Carcinoma, Transitional Cell",CURATED,3/213,41/9703,0.060496448621939924,0.11112599020526158,C04,Neoplasms,Neoplastic Process,2261;2100;3274,FGFR3;ESR2;HRH2,3,0.012244897959183673,FALSE
C0013069,Double Outlet Right Ventricle,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,7525,YES1,1,0.004081632653061225,FALSE
C0014130,Endocrine System Diseases,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C19,Endocrine System Diseases,Disease or Syndrome,2475,MTOR,1,0.004081632653061225,FALSE
C0014547,"Epilepsies, Partial",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10,Nervous System Diseases,Disease or Syndrome,2261,FGFR3,1,0.004081632653061225,FALSE
C0015696,"Fatty Liver, Alcoholic",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C06;C25,Digestive System Diseases;Chemically-Induced Disorders,Disease or Syndrome,1571,CYP2E1,1,0.004081632653061225,FALSE
C0016057,Fibrosarcoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,4916,NTRK3,1,0.004081632653061225,FALSE
C0019243,"Angioedemas, Hereditary",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16;C17;C20,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Skin and Connective Tissue Diseases;Immune System Diseases",Disease or Syndrome,2161,F12,1,0.004081632653061225,FALSE
C0019284,Diaphragmatic Hernia,CURATED,3/213,41/9703,0.060496448621939924,0.11112599020526158,C23,"Pathological Conditions, Signs and Symptoms",Disease or Syndrome,3383;2247;362,ICAM1;FGF2;AQP5,3,0.012244897959183673,FALSE
C0019372,Herpesviridae Infections,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C01,Infections,Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C0020651,"Hypotension, Orthostatic",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C14,Nervous System Diseases;Cardiovascular Diseases,Disease or Syndrome,5243,ABCB1,1,0.004081632653061225,FALSE
C0023798,Lipoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0023892,Biliary cirrhosis,CURATED,3/213,42/9703,0.06413612703427583,0.11112599020526158,C06;C23,"Digestive System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,5970;7297;1432,RELA;TYK2;MAPK14,3,0.012244897959183673,FALSE
C0026267,Mitral Valve Prolapse Syndrome,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14,Cardiovascular Diseases,Disease or Syndrome,6530,SLC6A2,1,0.004081632653061225,FALSE
C0026764,Multiple Myeloma,CURATED,3/213,42/9703,0.06413612703427583,0.11112599020526158,C04;C14;C15;C20,Neoplasms;Cardiovascular Diseases;Hemic and Lymphatic Diseases;Immune System Diseases,Neoplastic Process,2261;1728;9891,FGFR3;NQO1;NUAK1,3,0.012244897959183673,FALSE
C0026858,Musculoskeletal Pain,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C23,"Musculoskeletal Diseases;Pathological Conditions, Signs and Symptoms",Finding,2099,ESR1,1,0.004081632653061225,FALSE
C0027126,Myotonic Dystrophy,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C10;C16,"Musculoskeletal Diseases;Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,1760,DMPK,1,0.004081632653061225,FALSE
C0027662,Multiple Endocrine Neoplasia,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C16;C19,"Neoplasms;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Neoplastic Process,5979,RET,1,0.004081632653061225,FALSE
C0031154,Peritonitis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C01;C06,Infections;Digestive System Diseases,Pathologic Function,2932,GSK3B,1,0.004081632653061225,FALSE
C0032768,Postherpetic neuralgia,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C0035238,Congenital abnormality of respiratory system,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C08;C16,"Respiratory Tract Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,5156,PDGFRA,1,0.004081632653061225,FALSE
C0035328,Retinal Vein Occlusion,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C11;C14,Eye Diseases;Cardiovascular Diseases,Disease or Syndrome,7422,VEGFA,1,0.004081632653061225,FALSE
C0036939,Shared Paranoid Disorder,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,F03,Mental Disorders,Mental or Behavioral Dysfunction,2099,ESR1,1,0.004081632653061225,FALSE
C0037140,B Virus Infection,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C01,Infections,Disease or Syndrome,6335,SCN9A,1,0.004081632653061225,FALSE
C0040479,Torsades de Pointes,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C23,"Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,3757,KCNH2,1,0.004081632653061225,FALSE
C0086873,Pseudopelade,CURATED,2/213,19/9703,0.0642420765662896,0.11112599020526158,C17;C23,"Skin and Connective Tissue Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,367;23476,AR;BRD4,2,0.00816326530612245,FALSE
C0175754,Agenesis of corpus callosum,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C16;C23,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Pathological Conditions, Signs and Symptoms",Congenital Abnormality,5063,PAK3,1,0.004081632653061225,FALSE
C0206115,WAGR Syndrome,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C10;C11;C12;C13;C16;C19,"Neoplasms;Nervous System Diseases;Eye Diseases;Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Disease or Syndrome,627,BDNF,1,0.004081632653061225,FALSE
C0206686,Adrenocortical carcinoma,CURATED,2/213,18/9703,0.05830086069952169,0.11112599020526158,C04;C19,Neoplasms;Endocrine System Diseases,Neoplastic Process,1956;5243,EGFR;ABCB1,2,0.00816326530612245,FALSE
C0206720,Squamous Cell Neoplasms,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,11200,CHEK2,1,0.004081632653061225,FALSE
C0220658,Pfeiffer Syndrome,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2263,FGFR2,1,0.004081632653061225,FALSE
C0236792,Asperger Syndrome,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,F03,Mental Disorders,Mental or Behavioral Dysfunction,6532,SLC6A4,1,0.004081632653061225,FALSE
C0238065,Secondary Biliary Cholangitis,CURATED,3/213,42/9703,0.06413612703427583,0.11112599020526158,C06;C23,"Digestive System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,5970;7297;1432,RELA;TYK2;MAPK14,3,0.012244897959183673,FALSE
C0265260,"Chondrodysplasia, Grebe type",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C0280302,Squamous cell carcinoma of lip,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C07;C17,Neoplasms;Stomatognathic Diseases;Skin and Connective Tissue Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0280321,Squamous cell carcinoma of the hypopharynx,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0280324,Laryngeal Squamous Cell Carcinoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C08;C09,Neoplasms;Respiratory Tract Diseases;Otorhinolaryngologic Diseases,Neoplastic Process,5728,PTEN,1,0.004081632653061225,FALSE
C0282548,Leukostasis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C15,Hemic and Lymphatic Diseases,Disease or Syndrome,3383,ICAM1,1,0.004081632653061225,FALSE
C0392788,Nasal Type Extranodal NK/T-Cell Lymphoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,6777,STAT5B,1,0.004081632653061225,FALSE
C0410226,Congenital Myotonic Dystrophy,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C10;C16,"Musculoskeletal Diseases;Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,1760,DMPK,1,0.004081632653061225,FALSE
C0553586,Cafe-au-lait macules with pulmonary stenosis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C10;C16,"Neoplasms;Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,5605,MAP2K2,1,0.004081632653061225,FALSE
C0556385,Craving for alcohol,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Finding,367,AR,1,0.004081632653061225,FALSE
C0740277,Bile duct carcinoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04;C06,Neoplasms;Digestive System Diseases,Neoplastic Process,1956,EGFR,1,0.004081632653061225,FALSE
C0740340,"Amyloidosis, Familial",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C16;C18,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases",Disease or Syndrome,5979,RET,1,0.004081632653061225,FALSE
C0751358,Myotonic Phenomenon,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Finding,1760,DMPK,1,0.004081632653061225,FALSE
C0751359,Percussion Myotonia,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C23,"Nervous System Diseases;Pathological Conditions, Signs and Symptoms",Finding,1760,DMPK,1,0.004081632653061225,FALSE
C0751688,Malignant Squamous Cell Neoplasm,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,11200,CHEK2,1,0.004081632653061225,FALSE
C0796013,Zimmerman Laband syndrome,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C07;C16,"Musculoskeletal Diseases;Stomatognathic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,3756,KCNH1,1,0.004081632653061225,FALSE
C0949664,Tauopathies,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10,Nervous System Diseases,Disease or Syndrome,2932,GSK3B,1,0.004081632653061225,FALSE
C1306067,Drug-induced paranoid state,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Mental or Behavioral Dysfunction,983,CDK1,1,0.004081632653061225,FALSE
C1449646,Primary Peritonitis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C01;C06,Infections;Digestive System Diseases,Disease or Syndrome,2932,GSK3B,1,0.004081632653061225,FALSE
C1449647,Secondary Peritonitis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C01;C06,Infections;Digestive System Diseases,Disease or Syndrome,2932,GSK3B,1,0.004081632653061225,FALSE
C1527411,Thrombosis of retinal vein,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C11;C14,Eye Diseases;Cardiovascular Diseases,Disease or Syndrome,7422,VEGFA,1,0.004081632653061225,FALSE
C1619700,RENAL ADYSPLASIA,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C12;C13;C16,"Male Urogenital Diseases;Female Urogenital Diseases and Pregnancy Complications;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,5979,RET,1,0.004081632653061225,FALSE
C1832977,"GLAUCOMA 3, PRIMARY INFANTILE, B",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C11,Eye Diseases,Disease or Syndrome,7010,TEK,1,0.004081632653061225,FALSE
C1846385,FOCAL CORTICAL DYSPLASIA OF TAYLOR,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2475,MTOR,1,0.004081632653061225,FALSE
C1846386,"Focal Cortical Dysplasia of Taylor, Type IIa",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2475,MTOR,1,0.004081632653061225,FALSE
C1846389,"Focal Cortical Dysplasia of Taylor, Type IIb",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C16,"Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2475,MTOR,1,0.004081632653061225,FALSE
C1848599,VACTERL Association With Hydrocephalus,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C06;C10;C14;C16,"Musculoskeletal Diseases;Digestive System Diseases;Nervous System Diseases;Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,5728,PTEN,1,0.004081632653061225,FALSE
C1856738,Fibular hypoplasia and complex brachydactyly,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C1858496,"Advanced Sleep-Phase Syndrome, Familial",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C24;F03,Nervous System Diseases;Occupational Diseases;Mental Disorders,Disease or Syndrome,1453,CSNK1D,1,0.004081632653061225,FALSE
C1862103,Brachydactyly type C,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,658,BMPR1B,1,0.004081632653061225,FALSE
C1862151,"BRACHYDACTYLY, TYPE A1 (disorder)",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,658,BMPR1B,1,0.004081632653061225,FALSE
C1865349,Ethylmalonic encephalopathy,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C10;C15;C16;C18;C23,"Nervous System Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Nutritional and Metabolic Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,10188,TNK2,1,0.004081632653061225,FALSE
C1955906,"Lymphoma, Extranodal NK-T-Cell",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C04,Neoplasms,Neoplastic Process,6777,STAT5B,1,0.004081632653061225,FALSE
C1956410,"Double Outlet Right Ventricle, Noncommitted VSD",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,7525,YES1,1,0.004081632653061225,FALSE
C1956411,"Double Outlet Right Ventricle, Subaortic VSD",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality;Disease or Syndrome,7525,YES1,1,0.004081632653061225,FALSE
C1956412,"Double Outlet Right Ventricle, Subpulmonary VSD",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,7525,YES1,1,0.004081632653061225,FALSE
C1956413,Taussig-Bing Anomaly,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Congenital Abnormality,7525,YES1,1,0.004081632653061225,FALSE
C1968689,"Hyper-Immunoglobulin E Syndrome, Autosomal Recessive",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C15;C16;C20,"Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Immune System Diseases",Disease or Syndrome,6774,STAT3,1,0.004081632653061225,FALSE
C2678480,"Chromosome 22q11.2 Deletion Syndrome, Distal",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C14;C15;C16;C19;C23,"Musculoskeletal Diseases;Cardiovascular Diseases;Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,613,BCR,1,0.004081632653061225,FALSE
C2718067,Alcoholic Steatohepatitis,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C06;C25,Digestive System Diseases;Chemically-Induced Disorders,Disease or Syndrome,1571,CYP2E1,1,0.004081632653061225,FALSE
C2930970,Acromesomelic dysplasia Hunter-Thompson type,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16;C19,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Endocrine System Diseases",Congenital Abnormality,658,BMPR1B,1,0.004081632653061225,FALSE
C2931196,Craniofacial dysostosis type 1,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C16,"Musculoskeletal Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,2263,FGFR2,1,0.004081632653061225,FALSE
C2931689,Dystrophia myotonica 2,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C10;C16,"Musculoskeletal Diseases;Nervous System Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,1760,DMPK,1,0.004081632653061225,FALSE
C2931803,Deletion 11p13,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C23,"Pathological Conditions, Signs and Symptoms",Disease or Syndrome,627,BDNF,1,0.004081632653061225,FALSE
C2936739,"Hyper-Immunoglobulin E Syndrome, Autosomal Dominant",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C15;C16;C20,"Hemic and Lymphatic Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Immune System Diseases",Disease or Syndrome,6774,STAT3,1,0.004081632653061225,FALSE
C3150943,Long Qt Syndrome 2,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C14;C16;C23,"Cardiovascular Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Pathological Conditions, Signs and Symptoms",Disease or Syndrome,3757,KCNH2,1,0.004081632653061225,FALSE
C3502492,"Microcephaly with Chorioretinopathy, Autosomal Recessive",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C05;C10;C11;C16,"Musculoskeletal Diseases;Nervous System Diseases;Eye Diseases;Congenital, Hereditary, and Neonatal Diseases and Abnormalities",Disease or Syndrome,10733,PLK4,1,0.004081632653061225,FALSE
C3544205,Ovarian clear cell carcinoma,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Neoplastic Process,6788,STK3,1,0.004081632653061225,FALSE
C3551915,"MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO",CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,NA,NA,Finding,5728,PTEN,1,0.004081632653061225,FALSE
C3714976,ACTIVATED PI3K-DELTA SYNDROME,CURATED,1/213,3/9703,0.06443381981579833,0.11112599020526158,C16;C20,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities;Immune System Diseases",Disease or Syndrome,5728,PTEN,1,0.004081632653061225,FALSE
